,datetime,temp,humidity,precip,preciptype,snowdepth,windgust,windspeed,sealevelpressure,solarradiation,solarenergy,uvindex,severerisk,conditions,year,rains
3722,1990-03-11,46.0,69.38,0.0,0,0.0,0.0,11.7,1014.0,0.0,0.0,0.0,0.0,Partially cloudy,1990,False
3723,1990-03-12,44.6,72.14,0.0,0,0.0,0.0,11.0,1019.6,0.0,0.0,0.0,0.0,Partially cloudy,1990,False
3724,1990-03-13,46.9,62.14,0.0,0,0.0,0.0,11.1,1025.1,0.0,0.0,0.0,0.0,Partially cloudy,1990,False
3725,1990-03-14,48.4,78.74,0.02,0,0.0,0.0,7.8,1025.6,0.0,0.0,0.0,0.0,"Rain, Partially cloudy",1990,True
3726,1990-03-15,52.8,75.24,0.0,0,0.0,0.0,10.8,1020.8,0.0,0.0,0.0,0.0,Partially cloudy,1990,False
3727,1990-03-16,57.4,75.23,0.0,0,0.0,0.0,9.3,1019.4,0.0,0.0,0.0,0.0,Partially cloudy,1990,False
3728,1990-03-17,59.9,71.55,0.0,0,0.0,0.0,10.4,1018.7,0.0,0.0,0.0,0.0,Partially cloudy,1990,False
3729,1990-03-18,58.4,74.85,0.0,0,0.0,0.0,9.2,1018.7,0.0,0.0,0.0,0.0,Clear,1990,False
3730,1990-03-19,57.8,68.34,0.0,0,0.0,0.0,10.2,1020.8,0.0,0.0,0.0,0.0,Partially cloudy,1990,False
3731,1990-03-20,60.5,66.72,0.0,0,0.0,0.0,13.2,1021.4,0.0,0.0,0.0,0.0,Clear,1990,False
3732,1990-03-21,62.5,68.13,0.0,0,0.0,0.0,7.4,1018.8,0.0,0.0,0.0,0.0,Partially cloudy,1990,False
3733,1990-03-22,59.4,72.23,0.0,0,0.0,0.0,13.0,1017.4,0.0,0.0,0.0,0.0,Partially cloudy,1990,False
3734,1990-03-23,60.1,74.26,0.0,0,0.0,0.0,13.0,1018.2,0.0,0.0,0.0,0.0,Partially cloudy,1990,False
3735,1990-03-24,58.7,71.72,0.0,0,0.0,0.0,14.8,1014.7,0.0,0.0,0.0,0.0,Clear,1990,False
3736,1990-03-25,55.8,74.13,0.0,0,0.0,0.0,16.6,1017.2,0.0,0.0,0.0,0.0,Clear,1990,False
3737,1990-03-26,56.9,67.45,0.0,0,0.0,0.0,15.5,1017.4,0.0,0.0,0.0,0.0,Clear,1990,False
3738,1990-03-27,58.5,65.08,0.0,0,0.0,0.0,12.7,1012.5,0.0,0.0,0.0,0.0,Clear,1990,False
3739,1990-03-28,57.8,62.28,0.0,0,0.0,0.0,17.5,1011.8,0.0,0.0,0.0,0.0,Clear,1990,False
3740,1990-03-29,55.9,67.78,0.0,0,0.0,0.0,12.2,1011.7,0.0,0.0,0.0,0.0,Partially cloudy,1990,False
3741,1990-03-30,57.0,71.8,0.0,0,0.0,0.0,14.7,1012.0,0.0,0.0,0.0,0.0,Clear,1990,False
3742,1990-03-31,55.7,75.39,0.0,0,0.0,0.0,12.6,1013.5,0.0,0.0,0.0,0.0,Clear,1990,False
3743,1990-04-01,56.2,69.28,0.0,0,0.0,0.0,11.3,1014.8,0.0,0.0,0.0,0.0,Clear,1990,False
3744,1990-04-02,59.4,62.03,0.0,0,0.0,0.0,11.5,1017.5,0.0,0.0,0.0,0.0,Clear,1990,False
3745,1990-04-03,63.5,56.25,0.0,0,0.0,0.0,8.9,1014.3,0.0,0.0,0.0,0.0,Clear,1990,False
3746,1990-04-04,63.9,56.57,0.0,0,0.0,0.0,15.5,1011.6,0.0,0.0,0.0,0.0,Partially cloudy,1990,False
3747,1990-04-05,59.0,72.01,0.0,0,0.0,0.0,18.4,1013.7,0.0,0.0,0.0,0.0,Partially cloudy,1990,False
3748,1990-04-06,58.1,73.22,0.0,0,0.0,0.0,19.6,1015.5,0.0,0.0,0.0,0.0,Partially cloudy,1990,False
3749,1990-04-07,55.4,74.5,0.0,0,0.0,0.0,14.4,1016.0,0.0,0.0,0.0,0.0,Partially cloudy,1990,False
3750,1990-04-08,56.8,69.55,0.0,0,0.0,0.0,11.7,1019.2,0.0,0.0,0.0,0.0,Partially cloudy,1990,False
3751,1990-04-09,60.1,66.73,0.0,0,0.0,0.0,8.2,1022.3,0.0,0.0,0.0,0.0,Partially cloudy,1990,False
3752,1990-04-10,63.5,62.94,0.0,0,0.0,0.0,12.7,1021.5,0.0,0.0,0.0,0.0,Partially cloudy,1990,False
3753,1990-04-11,63.1,60.1,0.0,0,0.0,0.0,10.2,1019.6,0.0,0.0,0.0,0.0,Partially cloudy,1990,False
3754,1990-04-12,66.8,60.09,0.0,0,0.0,0.0,11.9,1015.2,0.0,0.0,0.0,0.0,Partially cloudy,1990,False
3755,1990-04-13,70.1,55.28,0.0,0,0.0,0.0,10.1,1013.2,0.0,0.0,0.0,0.0,Partially cloudy,1990,False
3756,1990-04-14,65.9,60.23,0.0,0,0.0,0.0,15.3,1012.7,0.0,0.0,0.0,0.0,Partially cloudy,1990,False
3757,1990-04-15,60.5,68.02,0.0,0,0.0,0.0,15.1,1010.7,0.0,0.0,0.0,0.0,Partially cloudy,1990,False
3758,1990-04-16,58.0,74.68,0.02,0,0.0,0.0,15.4,1008.2,0.0,0.0,0.0,0.0,"Rain, Overcast",1990,True
3759,1990-04-17,60.7,75.18,0.0,0,0.0,0.0,11.2,1011.8,0.0,0.0,0.0,0.0,Partially cloudy,1990,False
3760,1990-04-18,61.6,73.49,0.0,0,0.0,0.0,16.7,1013.2,0.0,0.0,0.0,0.0,Partially cloudy,1990,False
3761,1990-04-19,58.9,71.43,0.0,0,0.0,0.0,16.4,1015.9,0.0,0.0,0.0,0.0,Partially cloudy,1990,False
3762,1990-04-20,61.0,71.58,0.0,0,0.0,0.0,14.4,1016.5,0.0,0.0,0.0,0.0,Partially cloudy,1990,False
3763,1990-04-21,60.4,72.28,0.0,0,0.0,0.0,13.8,1014.7,0.0,0.0,0.0,0.0,Partially cloudy,1990,False
3764,1990-04-22,57.6,80.58,0.32,0,0.0,0.0,15.1,1013.4,0.0,0.0,0.0,0.0,"Rain, Partially cloudy",1990,True
3765,1990-04-23,61.7,75.32,0.24,0,0.0,0.0,18.0,1009.2,0.0,0.0,0.0,0.0,"Rain, Partially cloudy",1990,True
3766,1990-04-24,61.1,56.52,0.0,0,0.0,0.0,13.3,1013.6,0.0,0.0,0.0,0.0,Clear,1990,False
3767,1990-04-25,68.2,53.3,0.0,0,0.0,0.0,18.0,1016.6,0.0,0.0,0.0,0.0,Partially cloudy,1990,False
3768,1990-04-26,70.5,43.69,0.0,0,0.0,0.0,19.9,1016.0,0.0,0.0,0.0,0.0,Partially cloudy,1990,False
3769,1990-04-27,70.6,52.98,0.0,0,0.0,0.0,11.9,1012.9,0.0,0.0,0.0,0.0,Partially cloudy,1990,False
3770,1990-04-28,68.2,50.9,0.0,0,0.0,0.0,15.1,1011.7,0.0,0.0,0.0,0.0,Partially cloudy,1990,False
3771,1990-04-29,63.9,29.78,0.0,0,0.0,0.0,17.0,1010.8,0.0,0.0,0.0,0.0,Clear,1990,False
3772,1990-04-30,67.6,24.83,0.0,0,0.0,0.0,21.0,1011.9,0.0,0.0,0.0,0.0,Clear,1990,False
3773,1990-05-01,69.1,29.06,0.0,0,0.0,0.0,20.5,1011.5,0.0,0.0,0.0,0.0,Partially cloudy,1990,False
3774,1990-05-02,74.7,36.14,0.0,0,0.0,0.0,17.3,1009.4,0.0,0.0,0.0,0.0,Clear,1990,False
3775,1990-05-03,78.2,33.31,0.0,0,0.0,0.0,16.9,1013.2,0.0,0.0,0.0,0.0,Clear,1990,False
3776,1990-05-04,78.4,34.03,0.0,0,0.0,0.0,8.7,1015.0,0.0,0.0,0.0,0.0,Clear,1990,False
3777,1990-05-05,75.4,45.2,0.0,0,0.0,0.0,12.2,1014.0,0.0,0.0,0.0,0.0,Clear,1990,False
3778,1990-05-06,68.9,52.69,0.0,0,0.0,0.0,16.1,1011.2,0.0,0.0,0.0,0.0,Clear,1990,False
3779,1990-05-07,67.3,38.7,0.0,0,0.0,0.0,21.9,1009.0,0.0,0.0,0.0,0.0,Clear,1990,False
3780,1990-05-08,69.2,30.89,0.0,0,0.0,0.0,17.4,1009.6,0.0,0.0,0.0,0.0,Clear,1990,False
3781,1990-05-09,62.0,58.42,0.0,0,0.0,0.0,21.9,1011.4,0.0,0.0,0.0,0.0,Clear,1990,False
3782,1990-05-10,60.2,60.02,0.0,0,0.0,0.0,17.3,1012.4,0.0,0.0,0.0,0.0,Partially cloudy,1990,False
3783,1990-05-11,61.7,63.07,0.0,0,0.0,0.0,16.1,1012.2,0.0,0.0,0.0,0.0,Partially cloudy,1990,False
3784,1990-05-12,62.0,58.99,0.0,0,0.0,0.0,18.7,1012.9,0.0,0.0,0.0,0.0,Clear,1990,False
3785,1990-05-13,65.6,52.49,0.0,0,0.0,0.0,13.8,1011.7,0.0,0.0,0.0,0.0,Partially cloudy,1990,False
3786,1990-05-14,63.1,58.2,0.0,0,0.0,0.0,18.2,1010.1,0.0,0.0,0.0,0.0,Partially cloudy,1990,False
3787,1990-05-15,64.6,57.01,0.0,0,0.0,0.0,14.2,1013.6,0.0,0.0,0.0,0.0,Clear,1990,False
3788,1990-05-16,65.9,52.88,0.0,0,0.0,0.0,13.9,1014.7,0.0,0.0,0.0,0.0,Partially cloudy,1990,False
3789,1990-05-17,59.5,64.01,0.0,0,0.0,0.0,20.9,1013.3,0.0,0.0,0.0,0.0,Partially cloudy,1990,False
3790,1990-05-18,58.5,66.24,0.0,0,0.0,0.0,17.5,1014.1,0.0,0.0,0.0,0.0,Partially cloudy,1990,False
3791,1990-05-19,57.0,66.29,0.04,0,0.0,0.0,19.2,1013.2,0.0,0.0,0.0,0.0,"Rain, Partially cloudy",1990,True
3792,1990-05-20,59.3,76.48,0.09,0,0.0,0.0,17.6,1015.9,0.0,0.0,0.0,0.0,"Rain, Overcast",1990,True
3793,1990-05-21,64.1,66.57,0.0,0,0.0,0.0,15.6,1017.2,0.0,0.0,0.0,0.0,Partially cloudy,1990,False
3794,1990-05-22,64.8,69.24,0.0,0,0.0,0.0,15.5,1015.6,0.0,0.0,0.0,0.0,Partially cloudy,1990,False
3795,1990-05-23,60.9,73.87,0.19,0,0.0,0.0,13.8,1012.3,0.0,0.0,0.0,0.0,"Rain, Partially cloudy",1990,True
3796,1990-05-24,59.4,59.72,0.0,0,0.0,0.0,11.5,1016.0,0.0,0.0,0.0,0.0,Partially cloudy,1990,False
3797,1990-05-25,61.1,60.66,0.01,0,0.0,0.0,16.2,1014.6,0.0,0.0,0.0,0.0,"Rain, Partially cloudy",1990,True
3798,1990-05-26,61.8,73.61,0.01,0,0.0,0.0,13.9,1015.1,0.0,0.0,0.0,0.0,"Rain, Overcast",1990,True
3799,1990-05-27,60.2,93.18,0.02,0,0.0,0.0,17.2,1009.1,0.0,0.0,0.0,0.0,"Rain, Overcast",1990,True
3800,1990-05-28,62.1,75.61,0.0,0,0.0,0.0,16.6,1006.6,0.0,0.0,0.0,0.0,Partially cloudy,1990,False
3801,1990-05-29,61.8,66.4,0.0,0,0.0,0.0,19.5,1014.1,0.0,0.0,0.0,0.0,Partially cloudy,1990,False
3802,1990-05-30,59.0,82.29,0.23,0,0.0,0.0,19.4,1013.6,0.0,0.0,0.0,0.0,"Rain, Overcast",1990,True
3803,1990-05-31,59.6,65.12,0.0,0,0.0,0.0,17.9,1016.0,0.0,0.0,0.0,0.0,Partially cloudy,1990,False
3804,1990-06-01,61.3,50.15,0.0,0,0.0,0.0,14.9,1018.1,0.0,0.0,0.0,0.0,Partially cloudy,1990,False
3805,1990-06-02,66.4,54.73,0.0,0,0.0,0.0,16.0,1017.9,0.0,0.0,0.0,0.0,Partially cloudy,1990,False
3806,1990-06-03,69.3,60.51,0.0,0,0.0,0.0,13.9,1018.0,0.0,0.0,0.0,0.0,Clear,1990,False
3807,1990-06-04,68.6,61.38,0.0,0,0.0,0.0,13.0,1015.4,0.0,0.0,0.0,0.0,Clear,1990,False
3808,1990-06-05,71.0,56.23,0.0,0,0.0,0.0,15.2,1012.0,0.0,0.0,0.0,0.0,Clear,1990,False
3809,1990-06-06,70.2,63.69,0.0,0,0.0,0.0,16.3,1013.9,0.0,0.0,0.0,0.0,Partially cloudy,1990,False
3810,1990-06-07,72.4,57.4,0.0,0,0.0,0.0,13.3,1014.6,0.0,0.0,0.0,0.0,Clear,1990,False
3811,1990-06-08,81.9,38.77,0.0,0,0.0,0.0,22.3,1010.7,0.0,0.0,0.0,0.0,Clear,1990,False
3812,1990-06-09,78.7,41.65,0.0,0,0.0,0.0,16.5,1007.1,0.0,0.0,0.0,0.0,Partially cloudy,1990,False
3813,1990-06-10,70.5,53.19,0.0,0,0.0,0.0,17.2,1012.1,0.0,0.0,0.0,0.0,Clear,1990,False
3814,1990-06-11,69.2,52.4,0.0,0,0.0,0.0,15.3,1014.8,0.0,0.0,0.0,0.0,Clear,1990,False
3815,1990-06-12,70.0,47.61,0.0,0,0.0,0.0,13.7,1013.0,0.0,0.0,0.0,0.0,Clear,1990,False
3816,1990-06-13,66.9,48.55,0.0,0,0.0,0.0,15.6,1008.2,0.0,0.0,0.0,0.0,Clear,1990,False
3817,1990-06-14,65.3,59.11,0.0,0,0.0,0.0,18.5,1011.1,0.0,0.0,0.0,0.0,Clear,1990,False
3818,1990-06-15,64.7,65.33,0.0,0,0.0,0.0,20.2,1012.8,0.0,0.0,0.0,0.0,Partially cloudy,1990,False
3819,1990-06-16,66.3,63.56,0.0,0,0.0,0.0,18.0,1014.0,0.0,0.0,0.0,0.0,Partially cloudy,1990,False
3820,1990-06-17,68.2,57.51,0.0,0,0.0,0.0,16.8,1011.9,0.0,0.0,0.0,0.0,Clear,1990,False
3821,1990-06-18,68.5,56.38,0.0,0,0.0,0.0,16.9,1016.1,0.0,0.0,0.0,0.0,Clear,1990,False
3822,1990-06-19,81.2,43.03,0.0,0,0.0,0.0,16.6,1013.3,0.0,0.0,0.0,0.0,Clear,1990,False
3823,1990-06-20,84.3,37.53,0.0,0,0.0,0.0,9.1,1008.9,0.0,0.0,0.0,0.0,Clear,1990,False
3824,1990-06-21,79.7,45.51,0.0,0,0.0,0.0,17.5,1007.2,0.0,0.0,0.0,0.0,Partially cloudy,1990,False
3825,1990-06-22,68.3,62.14,0.0,0,0.0,0.0,20.0,1011.2,0.0,0.0,0.0,0.0,Partially cloudy,1990,False
3826,1990-06-23,70.5,62.83,0.0,0,0.0,0.0,15.4,1011.4,0.0,0.0,0.0,0.0,Partially cloudy,1990,False
3827,1990-06-24,70.6,58.61,0.0,0,0.0,0.0,14.7,1013.1,0.0,0.0,0.0,0.0,Clear,1990,False
3828,1990-06-25,71.7,49.4,0.0,0,0.0,0.0,12.6,1015.6,0.0,0.0,0.0,0.0,Clear,1990,False
3829,1990-06-26,72.3,43.33,0.0,0,0.0,0.0,16.1,1015.2,0.0,0.0,0.0,0.0,Clear,1990,False
3830,1990-06-27,71.8,50.5,0.0,0,0.0,0.0,18.0,1013.5,0.0,0.0,0.0,0.0,Clear,1990,False
3831,1990-06-28,73.3,56.8,0.0,0,0.0,0.0,13.5,1010.0,0.0,0.0,0.0,0.0,Clear,1990,False
3832,1990-06-29,72.8,58.29,0.0,0,0.0,0.0,17.6,1009.4,0.0,0.0,0.0,0.0,Clear,1990,False
3833,1990-06-30,75.7,48.31,0.0,0,0.0,0.0,16.5,1011.6,0.0,0.0,0.0,0.0,Clear,1990,False
3834,1990-07-01,73.1,45.5,0.0,0,0.0,0.0,14.4,1012.5,0.0,0.0,0.0,0.0,Partially cloudy,1990,False
3835,1990-07-02,73.1,42.59,0.0,0,0.0,0.0,14.6,1012.3,0.0,0.0,0.0,0.0,Partially cloudy,1990,False
3836,1990-07-03,72.1,50.72,0.0,0,0.0,0.0,17.9,1010.4,0.0,0.0,0.0,0.0,Clear,1990,False
3837,1990-07-04,69.0,51.62,0.0,0,0.0,0.0,17.0,1014.0,0.0,0.0,0.0,0.0,Clear,1990,False
3838,1990-07-05,71.8,58.12,0.0,0,0.0,0.0,16.0,1014.8,0.0,0.0,0.0,0.0,Clear,1990,False
3839,1990-07-06,72.9,59.45,0.0,0,0.0,0.0,17.3,1012.3,0.0,0.0,0.0,0.0,Clear,1990,False
3840,1990-07-07,74.9,53.2,0.0,0,0.0,0.0,13.4,1008.3,0.0,0.0,0.0,0.0,Clear,1990,False
3841,1990-07-08,72.3,58.13,0.0,0,0.0,0.0,13.8,1009.5,0.0,0.0,0.0,0.0,Clear,1990,False
3842,1990-07-09,75.2,54.58,0.0,0,0.0,0.0,9.6,1012.2,0.0,0.0,0.0,0.0,Clear,1990,False
3843,1990-07-10,83.5,43.37,0.0,0,0.0,0.0,10.5,1012.4,0.0,0.0,0.0,0.0,Clear,1990,False
3844,1990-07-11,85.8,38.18,0.0,0,0.0,0.0,13.1,1011.8,0.0,0.0,0.0,0.0,Partially cloudy,1990,False
3845,1990-07-12,87.3,37.57,0.0,0,0.0,0.0,12.8,1012.1,0.0,0.0,0.0,0.0,Partially cloudy,1990,False
3846,1990-07-13,86.7,39.65,0.0,0,0.0,0.0,12.1,1011.9,0.0,0.0,0.0,0.0,Partially cloudy,1990,False
3847,1990-07-14,79.0,50.2,0.0,0,0.0,0.0,14.9,1007.6,0.0,0.0,0.0,0.0,Clear,1990,False
3848,1990-07-15,74.3,56.23,0.0,0,0.0,0.0,21.9,1005.9,0.0,0.0,0.0,0.0,Clear,1990,False
3849,1990-07-16,76.0,51.16,0.0,0,0.0,0.0,18.5,1010.9,0.0,0.0,0.0,0.0,Partially cloudy,1990,False
3850,1990-07-17,76.4,51.71,0.0,0,0.0,0.0,13.9,1014.0,0.0,0.0,0.0,0.0,Clear,1990,False
3851,1990-07-18,75.6,56.18,0.0,0,0.0,0.0,14.0,1012.4,0.0,0.0,0.0,0.0,Partially cloudy,1990,False
3852,1990-07-19,78.2,53.75,0.0,0,0.0,0.0,13.1,1010.3,0.0,0.0,0.0,0.0,Partially cloudy,1990,False
3853,1990-07-20,81.4,51.21,0.0,0,0.0,0.0,12.2,1009.8,0.0,0.0,0.0,0.0,Clear,1990,False
3854,1990-07-21,80.9,50.61,0.0,0,0.0,0.0,13.8,1010.1,0.0,0.0,0.0,0.0,Clear,1990,False
3855,1990-07-22,72.3,60.25,0.0,0,0.0,0.0,17.3,1010.6,0.0,0.0,0.0,0.0,Clear,1990,False
3856,1990-07-23,69.0,65.09,0.0,0,0.0,0.0,15.8,1009.1,0.0,0.0,0.0,0.0,Clear,1990,False
3857,1990-07-24,70.4,54.7,0.0,0,0.0,0.0,14.8,1007.8,0.0,0.0,0.0,0.0,Clear,1990,False
3858,1990-07-25,69.2,61.05,0.0,0,0.0,0.0,17.3,1010.6,0.0,0.0,0.0,0.0,Clear,1990,False
3859,1990-07-26,73.0,55.77,0.0,0,0.0,0.0,10.9,1013.8,0.0,0.0,0.0,0.0,Clear,1990,False
3860,1990-07-27,74.9,54.85,0.0,0,0.0,0.0,14.1,1012.8,0.0,0.0,0.0,0.0,Clear,1990,False
3861,1990-07-28,74.1,56.17,0.0,0,0.0,0.0,14.0,1011.8,0.0,0.0,0.0,0.0,Clear,1990,False
3862,1990-07-29,73.4,58.35,0.0,0,0.0,0.0,13.6,1011.9,0.0,0.0,0.0,0.0,Clear,1990,False
3863,1990-07-30,73.2,56.52,0.0,0,0.0,0.0,12.2,1012.6,0.0,0.0,0.0,0.0,Clear,1990,False
3864,1990-07-31,73.6,57.61,0.0,0,0.0,0.0,18.2,1011.2,0.0,0.0,0.0,0.0,Clear,1990,False
3865,1990-08-01,73.5,58.96,0.0,0,0.0,0.0,14.9,1009.2,0.0,0.0,0.0,0.0,Clear,1990,False
3866,1990-08-02,73.2,60.17,0.0,0,0.0,0.0,15.3,1010.7,0.0,0.0,0.0,0.0,Clear,1990,False
3867,1990-08-03,72.5,61.2,0.0,0,0.0,0.0,14.4,1013.3,0.0,0.0,0.0,0.0,Clear,1990,False
3868,1990-08-04,74.2,58.42,0.0,0,0.0,0.0,12.3,1014.1,0.0,0.0,0.0,0.0,Clear,1990,False
3869,1990-08-05,79.7,49.99,0.0,0,0.0,0.0,9.0,1012.8,0.0,0.0,0.0,0.0,Clear,1990,False
3870,1990-08-06,87.0,39.17,0.0,0,0.0,0.0,14.6,1010.3,0.0,0.0,0.0,0.0,Partially cloudy,1990,False
3871,1990-08-07,85.9,34.06,0.0,0,0.0,0.0,17.0,1010.6,0.0,0.0,0.0,0.0,Partially cloudy,1990,False
3872,1990-08-08,85.8,39.74,0.0,0,0.0,0.0,11.0,1010.7,0.0,0.0,0.0,0.0,Partially cloudy,1990,False
3873,1990-08-09,87.7,42.33,0.0,0,0.0,0.0,11.9,1010.0,0.0,0.0,0.0,0.0,Partially cloudy,1990,False
3874,1990-08-10,83.3,41.48,0.0,0,0.0,0.0,12.5,1010.7,0.0,0.0,0.0,0.0,Clear,1990,False
3875,1990-08-11,81.9,41.95,0.0,0,0.0,0.0,13.4,1011.4,0.0,0.0,0.0,0.0,Partially cloudy,1990,False
3876,1990-08-12,76.1,52.61,0.0,0,0.0,0.0,14.7,1012.3,0.0,0.0,0.0,0.0,Partially cloudy,1990,False
3877,1990-08-13,75.6,54.34,0.0,0,0.0,0.0,13.8,1011.1,0.0,0.0,0.0,0.0,Clear,1990,False
3878,1990-08-14,68.2,64.69,0.0,0,0.0,0.0,18.3,1010.0,0.0,0.0,0.0,0.0,Partially cloudy,1990,False
3879,1990-08-15,68.7,65.83,0.0,0,0.0,0.0,14.8,1012.3,0.0,0.0,0.0,0.0,Clear,1990,False
3880,1990-08-16,70.2,62.5,0.0,0,0.0,0.0,17.0,1014.7,0.0,0.0,0.0,0.0,Clear,1990,False
3881,1990-08-17,71.3,62.76,0.0,0,0.0,0.0,23.0,1013.8,0.0,0.0,0.0,0.0,Clear,1990,False
3882,1990-08-18,70.2,58.55,0.0,0,0.0,0.0,20.1,1013.0,0.0,0.0,0.0,0.0,Partially cloudy,1990,False
3883,1990-08-19,69.5,61.82,0.0,0,0.0,0.0,12.0,1011.9,0.0,0.0,0.0,0.0,Partially cloudy,1990,False
3884,1990-08-20,71.4,58.42,0.0,0,0.0,0.0,15.5,1011.9,0.0,0.0,0.0,0.0,Partially cloudy,1990,False
3885,1990-08-21,72.3,57.36,0.0,0,0.0,0.0,11.0,1016.1,0.0,0.0,0.0,0.0,Clear,1990,False
3886,1990-08-22,75.7,53.04,0.0,0,0.0,0.0,12.1,1014.0,0.0,0.0,0.0,0.0,Clear,1990,False
3887,1990-08-23,76.5,50.02,0.0,0,0.0,0.0,19.8,1008.2,0.0,0.0,0.0,0.0,Clear,1990,False
3888,1990-08-24,65.8,63.6,0.0,0,0.0,0.0,21.4,1010.0,0.0,0.0,0.0,0.0,Clear,1990,False
3889,1990-08-25,65.1,64.37,0.0,0,0.0,0.0,17.9,1013.6,0.0,0.0,0.0,0.0,Partially cloudy,1990,False
3890,1990-08-26,67.9,60.15,0.0,0,0.0,0.0,13.3,1016.2,0.0,0.0,0.0,0.0,Partially cloudy,1990,False
3891,1990-08-27,71.4,55.62,0.0,0,0.0,0.0,13.9,1017.8,0.0,0.0,0.0,0.0,Clear,1990,False
3892,1990-08-28,74.2,57.03,0.0,0,0.0,0.0,8.8,1016.7,0.0,0.0,0.0,0.0,Partially cloudy,1990,False
3893,1990-08-29,74.9,55.91,0.0,0,0.0,0.0,17.7,1015.2,0.0,0.0,0.0,0.0,Partially cloudy,1990,False
3894,1990-08-30,71.6,61.61,0.0,0,0.0,0.0,14.3,1015.4,0.0,0.0,0.0,0.0,Clear,1990,False
3895,1990-08-31,72.8,56.96,0.0,0,0.0,0.0,13.7,1012.9,0.0,0.0,0.0,0.0,Clear,1990,False
3896,1990-09-01,71.9,56.46,0.0,0,0.0,0.0,13.7,1012.1,0.0,0.0,0.0,0.0,Clear,1990,False
3897,1990-09-02,72.1,55.84,0.0,0,0.0,0.0,11.1,1012.0,0.0,0.0,0.0,0.0,Clear,1990,False
3898,1990-09-03,71.2,53.43,0.0,0,0.0,0.0,16.1,1012.3,0.0,0.0,0.0,0.0,Clear,1990,False
3899,1990-09-04,71.2,56.75,0.0,0,0.0,0.0,12.4,1013.5,0.0,0.0,0.0,0.0,Clear,1990,False
3900,1990-09-05,73.0,52.56,0.0,0,0.0,0.0,10.6,1014.5,0.0,0.0,0.0,0.0,Clear,1990,False
3901,1990-09-06,72.6,49.18,0.0,0,0.0,0.0,13.9,1015.7,0.0,0.0,0.0,0.0,Clear,1990,False
3902,1990-09-07,72.9,49.71,0.0,0,0.0,0.0,16.7,1016.2,0.0,0.0,0.0,0.0,Clear,1990,False
3903,1990-09-08,71.5,49.93,0.0,0,0.0,0.0,12.8,1014.9,0.0,0.0,0.0,0.0,Clear,1990,False
3904,1990-09-09,74.6,48.99,0.0,0,0.0,0.0,8.8,1012.4,0.0,0.0,0.0,0.0,Clear,1990,False
3905,1990-09-10,74.1,50.99,0.0,0,0.0,0.0,16.3,1011.2,0.0,0.0,0.0,0.0,Clear,1990,False
3906,1990-09-11,71.6,59.19,0.0,0,0.0,0.0,12.6,1012.9,0.0,0.0,0.0,0.0,Clear,1990,False
3907,1990-09-12,72.5,49.99,0.0,0,0.0,0.0,15.0,1013.1,0.0,0.0,0.0,0.0,Clear,1990,False
3908,1990-09-13,68.7,55.9,0.0,0,0.0,0.0,15.6,1012.5,0.0,0.0,0.0,0.0,Clear,1990,False
3909,1990-09-14,68.3,60.06,0.0,0,0.0,0.0,12.8,1014.8,0.0,0.0,0.0,0.0,Clear,1990,False
3910,1990-09-15,67.8,60.57,0.0,0,0.0,0.0,11.0,1014.9,0.0,0.0,0.0,0.0,Clear,1990,False
3911,1990-09-16,70.5,54.78,0.0,0,0.0,0.0,11.3,1010.7,0.0,0.0,0.0,0.0,Clear,1990,False
3912,1990-09-17,72.5,54.05,0.0,0,0.0,0.0,9.8,1008.9,0.0,0.0,0.0,0.0,Clear,1990,False
3913,1990-09-18,69.6,61.56,0.0,0,0.0,0.0,14.8,1011.3,0.0,0.0,0.0,0.0,Partially cloudy,1990,False
3914,1990-09-19,72.3,56.26,0.0,0,0.0,0.0,11.7,1010.3,0.0,0.0,0.0,0.0,Clear,1990,False
3915,1990-09-20,79.2,37.36,0.0,0,0.0,0.0,19.8,1007.4,0.0,0.0,0.0,0.0,Clear,1990,False
3916,1990-09-21,75.4,39.3,0.0,0,0.0,0.0,20.8,1009.9,0.0,0.0,0.0,0.0,Partially cloudy,1990,False
3917,1990-09-22,73.6,57.12,0.0,0,0.0,0.0,17.4,1015.1,0.0,0.0,0.0,0.0,Partially cloudy,1990,False
3918,1990-09-23,69.5,64.93,0.0,0,0.0,0.0,11.2,1016.1,0.0,0.0,0.0,0.0,Partially cloudy,1990,False
3919,1990-09-24,69.6,64.96,0.0,0,0.0,0.0,13.7,1015.9,0.0,0.0,0.0,0.0,Partially cloudy,1990,False
3920,1990-09-25,67.4,68.38,0.0,0,0.0,0.0,12.5,1016.5,0.0,0.0,0.0,0.0,Partially cloudy,1990,False
3921,1990-09-26,66.8,67.49,0.0,0,0.0,0.0,11.1,1016.1,0.0,0.0,0.0,0.0,Clear,1990,False
3922,1990-09-27,69.8,59.67,0.0,0,0.0,0.0,12.0,1013.0,0.0,0.0,0.0,0.0,Partially cloudy,1990,False
3923,1990-09-28,72.9,56.98,0.0,0,0.0,0.0,9.5,1011.2,0.0,0.0,0.0,0.0,Clear,1990,False
3924,1990-09-29,78.4,48.27,0.0,0,0.0,0.0,19.4,1010.5,0.0,0.0,0.0,0.0,Clear,1990,False
3925,1990-09-30,76.0,50.38,0.0,0,0.0,0.0,8.9,1012.1,0.0,0.0,0.0,0.0,Clear,1990,False
